7.693750225088355141e-03 1.169048995758945747e-02 1.740460577347766741e-02 2.538823534233679638e-02 3.628588230371669610e-02 5.081356986537188813e-02 6.972019188419659175e-02 9.372906565229988107e-02 1.234601638713457988e-01 1.593368612165333154e-01 2.014849044411541890e-01 2.496350813604509000e-01 3.030439146851000576e-01 3.604477885978210061e-01 4.200645291069112774e-01 4.796522688300442483e-01 5.366286344905649708e-01 5.882447095837121109e-01 6.317991894925820695e-01 6.648703197043959179e-01 6.855382242520090541e-01 6.925693242051976783e-01 6.855382242520090541e-01 6.648703197043959179e-01 6.317991894925820695e-01 5.882447095837121109e-01 5.366286344905649708e-01 4.796522688300442483e-01 4.200645291069112774e-01 3.604477885978210061e-01 3.030439146851000576e-01 2.496350813604509000e-01 2.014849044411541890e-01 1.593368612165333154e-01 1.234601638713457988e-01 9.372906565229988107e-02 6.972019188419659175e-02 5.081356986537188813e-02 3.628588230371669610e-02 2.538823534233679638e-02 1.740460577347766741e-02 1.169048995758945747e-02 7.693750225088355141e-03
6.737946999085467001e-03 1.023816726863836790e-02 1.524241206313955814e-02 2.223422636975575656e-02 3.177804641749838038e-02 4.450094304735120049e-02 6.105877419180065491e-02 8.208499862389879997e-02 1.081225691407185219e-01 1.395422641063589764e-01 1.764542086138111421e-01 2.186226350101962146e-01 2.653964290243297497e-01 3.156689552502063290e-01 3.678794411714423340e-01 4.200645291069112774e-01 4.699626569105979090e-01 5.151664090605381219e-01 5.533100670443569236e-01 5.822727336305985046e-01 6.003730411984044002e-01 6.065306597126334243e-01 6.003730411984044002e-01 5.822727336305985046e-01 5.533100670443569236e-01 5.151664090605381219e-01 4.699626569105979090e-01 4.200645291069112774e-01 3.678794411714423340e-01 3.156689552502063290e-01 2.653964290243297497e-01 2.186226350101962146e-01 1.764542086138111421e-01 1.395422641063589764e-01 1.081225691407185219e-01 8.208499862389879997e-02 6.105877419180065491e-02 4.450094304735120049e-02 3.177804641749838038e-02 2.223422636975575656e-02 1.524241206313955814e-02 1.023816726863836790e-02 6.737946999085467001e-03
5.781678592746770234e-03 8.785137748053142154e-03 1.307916603369549229e-02 1.907868237101756348e-02 2.726801661044544675e-02 3.818524393392159350e-02 5.239314106982558006e-02 7.043526453886608807e-02 9.277750974867017553e-02 1.197380331541129522e-01 1.514113305849711932e-01 1.875950951973803793e-01 2.277306206904969044e-01 2.708683284704634930e-01 3.156689552502063290e-01 3.604477885978210061e-01 4.032642336336567657e-01 4.420525420238256564e-01 4.747827446870451773e-01 4.996349480975594282e-01 5.151664090605381219e-01 5.204501210207020945e-01 5.151664090605381219e-01 4.996349480975594282e-01 4.747827446870451773e-01 4.420525420238256564e-01 4.032642336336567657e-01 3.604477885978210061e-01 3.156689552502063290e-01 2.708683284704634930e-01 2.277306206904969044e-01 1.875950951973803793e-01 1.514113305849711932e-01 1.197380331541129522e-01 9.277750974867017553e-02 7.043526453886608807e-02 5.239314106982558006e-02 3.818524393392159350e-02 2.726801661044544675e-02 1.907868237101756348e-02 1.307916603369549229e-02 8.785137748053142154e-03 5.781678592746770234e-03
4.860905156369192334e-03 7.386042079976192984e-03 1.099621582112110009e-02 1.604026651193531453e-02 2.292539102951143479e-02 3.210397225616665184e-02 4.404916072370270580e-02 5.921794771102008303e-02 7.800203146853763869e-02 1.006688997728977658e-01 1.272979993209115701e-01 1.577192420724476685e-01 1.914628996787054172e-01 2.277306206904969044e-01 2.653964290243297497e-01 3.030439146851000576e-01 3.390415363296499507e-01 3.716525307382886334e-01 3.991702158434836112e-01 4.200645291069112774e-01 4.331224944486032902e-01 4.375647377002692129e-01 4.331224944486032902e-01 4.200645291069112774e-01 3.991702158434836112e-01 3.716525307382886334e-01 3.390415363296499507e-01 3.030439146851000576e-01 2.653964290243297497e-01 2.277306206904969044e-01 1.914628996787054172e-01 1.577192420724476685e-01 1.272979993209115701e-01 1.006688997728977658e-01 7.800203146853763869e-02 5.921794771102008303e-02 4.404916072370270580e-02 3.210397225616665184e-02 2.292539102951143479e-02 1.604026651193531453e-02 1.099621582112110009e-02 7.386042079976192984e-03 4.860905156369192334e-03
4.004213235750289472e-03 6.084316913218736946e-03 9.058229181124064638e-03 1.321331015642124816e-02 1.888499183631230788e-02 2.644592858592670695e-02 3.628588230371669610e-02 4.878130356189681188e-02 6.425485722807765254e-02 8.292688870320356898e-02 1.048628429002432666e-01 1.299226083050594727e-01 1.577192420724476685e-01 1.875950951973803793e-01 2.186226350101962146e-01 2.496350813604509000e-01 2.792884377637886439e-01 3.061520302926307169e-01 3.288199646321958158e-01 3.460318383532257625e-01 3.567884517762753838e-01 3.604477885978210061e-01 3.567884517762753838e-01 3.460318383532257625e-01 3.288199646321958158e-01 3.061520302926307169e-01 2.792884377637886439e-01 2.496350813604509000e-01 2.186226350101962146e-01 1.875950951973803793e-01 1.577192420724476685e-01 1.299226083050594727e-01 1.048628429002432666e-01 8.292688870320356898e-02 6.425485722807765254e-02 4.878130356189681188e-02 3.628588230371669610e-02 2.644592858592670695e-02 1.888499183631230788e-02 1.321331015642124816e-02 9.058229181124064638e-03 6.084316913218736946e-03 4.004213235750289472e-03
3.231871565367932901e-03 4.910760159063890656e-03 7.311057528527326217e-03 1.066469712393415363e-02 1.524241206313955814e-02 2.134497829773858088e-02 2.928697957307854066e-02 3.937225582686412068e-02 5.186123560007897815e-02 6.693176357629636308e-02 8.463666150622445317e-02 1.048628429002432666e-01 1.272979993209115701e-01 1.514113305849711932e-01 1.764542086138111421e-01 2.014849044411541890e-01 2.254186546525639434e-01 2.471007369309137780e-01 2.653964290243297497e-01 2.792884377637886439e-01 2.879702913552083521e-01 2.909238070461481751e-01 2.879702913552083521e-01 2.792884377637886439e-01 2.653964290243297497e-01 2.471007369309137780e-01 2.254186546525639434e-01 2.014849044411541890e-01 1.764542086138111421e-01 1.514113305849711932e-01 1.272979993209115701e-01 1.048628429002432666e-01 8.463666150622445317e-02 6.693176357629636308e-02 5.186123560007897815e-02 3.937225582686412068e-02 2.928697957307854066e-02 2.134497829773858088e-02 1.524241206313955814e-02 1.066469712393415363e-02 7.311057528527326217e-03 4.910760159063890656e-03 3.231871565367932901e-03
2.555805719088445008e-03 3.883492473556358297e-03 5.781678592746770234e-03 8.433780040573459619e-03 1.205389605859531234e-02 1.687988414878990873e-02 2.316052119452929881e-02 3.113608773752637657e-02 4.101253402703991524e-02 5.293050193270874837e-02 6.693176357629636308e-02 8.292688870320356898e-02 1.006688997728977658e-01 1.197380331541129522e-01 1.395422641063589764e-01 1.593368612165333154e-01 1.782639795850479159e-01 1.954104499097261693e-01 2.098789191979573421e-01 2.208648988904683697e-01 2.277306206904969044e-01 2.300662989938090652e-01 2.277306206904969044e-01 2.208648988904683697e-01 2.098789191979573421e-01 1.954104499097261693e-01 1.782639795850479159e-01 1.593368612165333154e-01 1.395422641063589764e-01 1.197380331541129522e-01 1.006688997728977658e-01 8.292688870320356898e-02 6.693176357629636308e-02 5.293050193270874837e-02 4.101253402703991524e-02 3.113608773752637657e-02 2.316052119452929881e-02 1.687988414878990873e-02 1.205389605859531234e-02 8.433780040573459619e-03 5.781678592746770234e-03 3.883492473556358297e-03 2.555805719088445008e-03
1.980333932103595183e-03 3.009075323297859782e-03 4.479860975433232022e-03 6.534808442404807689e-03 9.339809830067926852e-03 1.307916603369549229e-02 1.794563869396509012e-02 2.412540616802820101e-02 3.177804641749838038e-02 4.101253402703991524e-02 5.186123560007897815e-02 6.425485722807765254e-02 7.800203146853763869e-02 9.277750974867017553e-02 1.081225691407185219e-01 1.234601638713457988e-01 1.381256036041745849e-01 1.514113305849711932e-01 1.626220421281405204e-01 1.711343903868492999e-01 1.764542086138111421e-01 1.782639795850479159e-01 1.764542086138111421e-01 1.711343903868492999e-01 1.626220421281405204e-01 1.514113305849711932e-01 1.381256036041745849e-01 1.234601638713457988e-01 1.081225691407185219e-01 9.277750974867017553e-02 7.800203146853763869e-02 6.425485722807765254e-02 5.186123560007897815e-02 4.101253402703991524e-02 3.177804641749838038e-02 2.412540616802820101e-02 1.794563869396509012e-02 1.307916603369549229e-02 9.339809830067926852e-03 6.534808442404807689e-03 4.479860975433232022e-03 3.009075323297859782e-03 1.980333932103595183e-03
1.503439192977572367e-03 2.284443902277691514e-03 3.401041844696688510e-03 4.961126490660046177e-03 7.090640586340650128e-03 9.929502548911624260e-03 1.362405406388329451e-02 1.831563888873417867e-02 2.412540616802820101e-02 3.113608773752637657e-02 3.937225582686412068e-02 4.878130356189681188e-02 5.921794771102008303e-02 7.043526453886608807e-02 8.208499862389879997e-02 9.372906565229988107e-02 1.048628429002432666e-01 1.149491633567693571e-01 1.234601638713457988e-01 1.299226083050594727e-01 1.339613328313998541e-01 1.353352832366127023e-01 1.339613328313998541e-01 1.299226083050594727e-01 1.234601638713457988e-01 1.149491633567693571e-01 1.048628429002432666e-01 9.372906565229988107e-02 8.208499862389879997e-02 7.043526453886608807e-02 5.921794771102008303e-02 4.878130356189681188e-02 3.937225582686412068e-02 3.113608773752637657e-02 2.412540616802820101e-02 1.831563888873417867e-02 1.362405406388329451e-02 9.929502548911624260e-03 7.090640586340650128e-03 4.961126490660046177e-03 3.401041844696688510e-03 2.284443902277691514e-03 1.503439192977572367e-03
1.118330459085782906e-03 1.699279365552657092e-03 2.529858676902501345e-03 3.690324751275293746e-03 5.274359867145564720e-03 7.386042079976192984e-03 1.013422738148573449e-02 1.362405406388329451e-02 1.794563869396509012e-02 2.316052119452929881e-02 2.928697957307854066e-02 3.628588230371669610e-02 4.404916072370270580e-02 5.239314106982558006e-02 6.105877419180065491e-02 6.972019188419659175e-02 7.800203146853763869e-02 8.550472225864093334e-02 9.183561422767019811e-02 9.664269155020428770e-02 9.964688930875677253e-02 1.006688997728977658e-01 9.964688930875677253e-02 9.664269155020428770e-02 9.183561422767019811e-02 8.550472225864093334e-02 7.800203146853763869e-02 6.972019188419659175e-02 6.105877419180065491e-02 5.239314106982558006e-02 4.404916072370270580e-02 3.628588230371669610e-02 2.928697957307854066e-02 2.316052119452929881e-02 1.794563869396509012e-02 1.362405406388329451e-02 1.013422738148573449e-02 7.386042079976192984e-03 5.274359867145564720e-03 3.690324751275293746e-03 2.529858676902501345e-03 1.699279365552657092e-03 1.118330459085782906e-03
8.150632030634102562e-04 1.238471215135408072e-03 1.843815215566569753e-03 2.689587757966899109e-03 3.844066494387605223e-03 5.383105741918052176e-03 7.386042079976192984e-03 9.929502548911624260e-03 1.307916603369549229e-02 1.687988414878990873e-02 2.134497829773858088e-02 2.644592858592670695e-02 3.210397225616665184e-02 3.818524393392159350e-02 4.450094304735120049e-02 5.081356986537188813e-02 5.684955202433817495e-02 6.231767384583893760e-02 6.693176357629636308e-02 7.043526453886608807e-02 7.262478824165730096e-02 7.336965136838290158e-02 7.262478824165730096e-02 7.043526453886608807e-02 6.693176357629636308e-02 6.231767384583893760e-02 5.684955202433817495e-02 5.081356986537188813e-02 4.450094304735120049e-02 3.818524393392159350e-02 3.210397225616665184e-02 2.644592858592670695e-02 2.134497829773858088e-02 1.687988414878990873e-02 1.307916603369549229e-02 9.929502548911624260e-03 7.386042079976192984e-03 5.383105741918052176e-03 3.844066494387605223e-03 2.689587757966899109e-03 1.843815215566569753e-03 1.238471215135408072e-03 8.150632030634102562e-04
5.820352227723331936e-04 8.843901514498623976e-04 1.316665254559180442e-03 1.920629963406919431e-03 2.745041231162643862e-03 3.844066494387605223e-03 5.274359867145564720e-03 7.090640586340650128e-03 9.339809830067926852e-03 1.205389605859531234e-02 1.524241206313955814e-02 1.888499183631230788e-02 2.292539102951143479e-02 2.726801661044544675e-02 3.177804641749838038e-02 3.628588230371669610e-02 4.059616671766103774e-02 4.450094304735120049e-02 4.779585653880147333e-02 5.029770051307019124e-02 5.186123560007897815e-02 5.239314106982558006e-02 5.186123560007897815e-02 5.029770051307019124e-02 4.779585653880147333e-02 4.450094304735120049e-02 4.059616671766103774e-02 3.628588230371669610e-02 3.177804641749838038e-02 2.726801661044544675e-02 2.292539102951143479e-02 1.888499183631230788e-02 1.524241206313955814e-02 1.205389605859531234e-02 9.339809830067926852e-03 7.090640586340650128e-03 5.274359867145564720e-03 3.844066494387605223e-03 2.745041231162643862e-03 1.920629963406919431e-03 1.316665254559180442e-03 8.843901514498623976e-04 5.820352227723331936e-04
4.072340611588177268e-04 6.187835012945012720e-04 9.212345195310939769e-04 1.343812039855622276e-03 1.920629963406919431e-03 2.689587757966899109e-03 3.690324751275293746e-03 4.961126490660046177e-03 6.534808442404807689e-03 8.433780040573459619e-03 1.066469712393415363e-02 1.321331015642124816e-02 1.604026651193531453e-02 1.907868237101756348e-02 2.223422636975575656e-02 2.538823534233679638e-02 2.840402297504971210e-02 3.113608773752637657e-02 3.344144822052094040e-02 3.519191974211421242e-02 3.628588230371669610e-02 3.665804195337801080e-02 3.628588230371669610e-02 3.519191974211421242e-02 3.344144822052094040e-02 3.113608773752637657e-02 2.840402297504971210e-02 2.538823534233679638e-02 2.223422636975575656e-02 1.907868237101756348e-02 1.604026651193531453e-02 1.321331015642124816e-02 1.066469712393415363e-02 8.433780040573459619e-03 6.534808442404807689e-03 4.961126490660046177e-03 3.690324751275293746e-03 2.689587757966899109e-03 1.920629963406919431e-03 1.343812039855622276e-03 9.212345195310939769e-04 6.187835012945012720e-04 4.072340611588177268e-04
2.791745151417496587e-04 4.241997426738730245e-04 6.315414766389986726e-04 9.212345195310939769e-04 1.316665254559180442e-03 1.843815215566569753e-03 2.529858676902501345e-03 3.401041844696688510e-03 4.479860975433232022e-03 5.781678592746770234e-03 7.311057528527326217e-03 9.058229181124064638e-03 1.099621582112110009e-02 1.307916603369549229e-02 1.524241206313955814e-02 1.740460577347766741e-02 1.947204347192884114e-02 2.134497829773858088e-02 2.292539102951143479e-02 2.412540616802820101e-02 2.487535931990734681e-02 2.513048898527441705e-02 2.487535931990734681e-02 2.412540616802820101e-02 2.292539102951143479e-02 2.134497829773858088e-02 1.947204347192884114e-02 1.740460577347766741e-02 1.524241206313955814e-02 1.307916603369549229e-02 1.099621582112110009e-02 9.058229181124064638e-03 7.311057528527326217e-03 5.781678592746770234e-03 4.479860975433232022e-03 3.401041844696688510e-03 2.529858676902501345e-03 1.843815215566569753e-03 1.316665254559180442e-03 9.212345195310939769e-04 6.315414766389986726e-04 4.241997426738730245e-04 2.791745151417496587e-04
1.875185745748384619e-04 2.849304888765688635e-04 4.241997426738730245e-04 6.187835012945012720e-04 8.843901514498623976e-04 1.238471215135408072e-03 1.699279365552657092e-03 2.284443902277691514e-03 3.009075323297859782e-03 3.883492473556358297e-03 4.910760159063890656e-03 6.084316913218736946e-03 7.386042079976192984e-03 8.785137748053142154e-03 1.023816726863836790e-02 1.169048995758945747e-02 1.307916603369549229e-02 1.433719658361545281e-02 1.539874313112713985e-02 1.620478063110680420e-02 1.670851624596719417e-02 1.687988414878990873e-02 1.670851624596719417e-02 1.620478063110680420e-02 1.539874313112713985e-02 1.433719658361545281e-02 1.307916603369549229e-02 1.169048995758945747e-02 1.023816726863836790e-02 8.785137748053142154e-03 7.386042079976192984e-03 6.084316913218736946e-03 4.910760159063890656e-03 3.883492473556358297e-03 3.009075323297859782e-03 2.284443902277691514e-03 1.699279365552657092e-03 1.238471215135408072e-03 8.843901514498623976e-04 6.187835012945012720e-04 4.241997426738730245e-04 2.849304888765688635e-04 1.875185745748384619e-04
1.234098040866795612e-04 1.875185745748384619e-04 2.791745151417496587e-04 4.072340611588177268e-04 5.820352227723331936e-04 8.150632030634102562e-04 1.118330459085782906e-03 1.503439192977572367e-03 1.980333932103595183e-03 2.555805719088445008e-03 3.231871565367932901e-03 4.004213235750289472e-03 4.860905156369192334e-03 5.781678592746770234e-03 6.737946999085467001e-03 7.693750225088355141e-03 8.607666315164588799e-03 9.435601915958730795e-03 1.013422738148573449e-02 1.066469712393415363e-02 1.099621582112110009e-02 1.110899653824230608e-02 1.099621582112110009e-02 1.066469712393415363e-02 1.013422738148573449e-02 9.435601915958730795e-03 8.607666315164588799e-03 7.693750225088355141e-03 6.737946999085467001e-03 5.781678592746770234e-03 4.860905156369192334e-03 4.004213235750289472e-03 3.231871565367932901e-03 2.555805719088445008e-03 1.980333932103595183e-03 1.503439192977572367e-03 1.118330459085782906e-03 8.150632030634102562e-04 5.820352227723331936e-04 4.072340611588177268e-04 2.791745151417496587e-04 1.875185745748384619e-04 1.234098040866795612e-04
